+--------------------+--------+--------------------------------+
| ensembl_protein_id | count  | LENGTH(proteins.sequence) * 19 |
| ENSP00000355177.3  |  28804 |                          28804 |
| ENSP00000359630.1  |  28918 |                          28918 |
| ENSP00000384792.1  |  28937 |                          28937 |
| ENSP00000276297.4  |  29032 |                          29032 |
| ENSP00000422591.1  |  29051 |                          29051 |
| ENSP00000350162.2  |  29070 |                          29070 |
| ENSP00000355106.3  |  29108 |                          29108 |
| ENSP00000426848.1  |  29241 |                          29241 |
| ENSP00000364839.4  |  29279 |                          29279 |
| ENSP00000356234.3  |  29336 |                          29336 |
| ENSP00000497274.1  |  29355 |                          29355 |
| ENSP00000373691.7  |  29412 |                          29412 |
| ENSP00000498929.1  |  29412 |                          29412 |
| ENSP00000261200.4  |  29431 |                          29431 |
| ENSP00000497609.1  |  29564 |                          29564 |
| ENSP00000380031.5  |  29583 |                          29583 |
| ENSP00000512981.1  |  29621 |                          29621 |
| ENSP00000364550.4  |  29640 |                          29640 |
| ENSP00000351596.3  |  29716 |                          29716 |
| ENSP00000251472.3  |  29830 |                          29830 |
| ENSP00000338349.7  |  29849 |                          29849 |
| ENSP00000354360.4  |  29925 |                          29925 |
| ENSP00000315659.4  |  29963 |                          29963 |
| ENSP00000374467.4  |  30039 |                          30039 |
| ENSP00000369292.2  |  30191 |                          30191 |
| ENSP00000265773.5  |  30210 |                          30210 |
| ENSP00000441570.2  |  30229 |                          30229 |
| ENSP00000245838.8  |  30267 |                          30267 |
| ENSP00000025008.5  |  30286 |                          30286 |
| ENSP00000497406.1  |  30324 |                          30324 |
| ENSP00000498382.1  |  30457 |                          30457 |
| ENSP00000501218.1  |  30457 |                          30457 |
| ENSP00000288368.4  |  30514 |                          30514 |
| ENSP00000356825.4  |  30590 |                          30590 |
| ENSP00000456500.2  |  30595 |                          75107 |
| ENSP00000261349.4  |  30647 |                          30647 |
| ENSP00000294304.6  |  30685 |                          30685 |
| ENSP00000495965.1  |  30704 |                          30704 |
| ENSP00000261588.4  |  30742 |                          30742 |
| ENSP00000373700.3  |  30780 |                          30780 |
| ENSP00000403465.1  |  30780 |                          30780 |
| ENSP00000433808.1  |  30837 |                          30837 |
| ENSP00000256552.7  |  30875 |                          30875 |
| ENSP00000264331.4  |  30894 |                          30894 |
| ENSP00000352516.3  |  31008 |                          31008 |
| ENSP00000265562.4  |  31084 |                          31084 |
| ENSP00000441158.1  |  31160 |                          31160 |
| ENSP00000376443.2  |  31198 |                          31198 |
| ENSP00000343896.4  |  31293 |                          31293 |
| ENSP00000356319.4  |  31312 |                          31312 |
| ENSP00000516604.1  |  31350 |                          31350 |
| ENSP00000502262.1  |  31369 |                          31369 |
| ENSP00000264276.6  |  31483 |                          31483 |
| ENSP00000245907.4  |  31597 |                          31597 |
| ENSP00000379823.3  |  31730 |                          31730 |
| ENSP00000306522.6  |  31787 |                          31787 |
| ENSP00000354878.5  |  31806 |                          31806 |
| ENSP00000269122.3  |  31825 |                          31825 |
| ENSP00000223642.1  |  31844 |                          31844 |
| ENSP00000417502.2  |  32015 |                          32015 |
| ENSP00000509400.1  |  32034 |                          32034 |
| ENSP00000334733.7  |  32110 |                          32110 |
| ENSP00000379866.3  |  32110 |                          32110 |
| ENSP00000331902.7  |  32129 |                          32129 |
| ENSP00000428417.1  |  32148 |                          32148 |
| ENSP00000265348.4  |  32262 |                          32262 |
| ENSP00000301732.5  |  32376 |                          32376 |
| ENSP00000516722.1  |  32376 |                          32376 |
| ENSP00000258888.6  |  32395 |                          32395 |
| ENSP00000262519.8  |  32433 |                          32433 |
| ENSP00000349959.3  |  32452 |                          32452 |
| ENSP00000365255.4  |  32490 |                          32490 |
| ENSP00000370337.2  |  32490 |                          32490 |
| ENSP00000355237.2  |  32509 |                          32509 |
| ENSP00000353654.5  |  32528 |                          32528 |
| ENSP00000312379.3  |  32587 |                          35302 |
| ENSP00000312352.6  |  32642 |                          32642 |
| ENSP00000503830.2  |  32661 |                          32661 |
| ENSP00000263857.6  |  32680 |                          32680 |
| ENSP00000318884.9  |  32718 |                          32718 |
| ENSP00000493871.2  |  32813 |                          32813 |
| ENSP00000353078.3  |  32870 |                          32870 |
| ENSP00000339915.2  |  32984 |                          32984 |
| ENSP00000388241.2  |  33008 |                          35758 |
| ENSP00000251127.6  |  33022 |                          33022 |
| ENSP00000396688.2  |  33136 |                          33136 |
| ENSP00000415941.2  |  33136 |                          33136 |
| ENSP00000260570.3  |  33231 |                          33231 |
| ENSP00000361658.2  |  33231 |                          33231 |
| ENSP00000367705.4  |  33345 |                          33345 |
| ENSP00000326563.5  |  33459 |                          33459 |
| ENSP00000256707.4  |  33649 |                          33649 |
| ENSP00000401513.2  |  33725 |                          33725 |
| ENSP00000222345.4  |  33839 |                          33839 |
| ENSP00000360985.4  |  33915 |                          33915 |
| ENSP00000437775.2  |  33915 |                          33915 |
| ENSP00000222399.6  |  33934 |                          33934 |
| ENSP00000307599.3  |  34029 |                          34029 |
| ENSP00000438388.1  |  34029 |                          34029 |
| ENSP00000386869.3  |  34105 |                          34105 |
| ENSP00000307156.4  |  34162 |                          34162 |
| ENSP00000316032.7  |  34200 |                          34200 |
| ENSP00000344307.6  |  34219 |                          34219 |
| ENSP00000362372.4  |  34238 |                          34238 |
| ENSP00000359114.3  |  34314 |                          34314 |
| ENSP00000248846.5  |  34561 |                          34561 |
| ENSP00000409937.1  |  34580 |                          34580 |
| ENSP00000261978.4  |  34599 |                          34599 |
| ENSP00000275034.3  |  34599 |                          34599 |
| ENSP00000200181.3  |  34618 |                          34618 |
| ENSP00000348314.3  |  34618 |                          34618 |
| ENSP00000230538.7  |  34637 |                          34637 |
| ENSP00000264382.3  |  34713 |                          34713 |
| ENSP00000377747.4  |  34732 |                          34732 |
| ENSP00000429283.3  |  34770 |                          34770 |
| ENSP00000294008.3  |  34846 |                          34846 |
| ENSP00000335044.6  |  34865 |                          34865 |
| ENSP00000396320.1  |  34884 |                          34884 |
| ENSP00000360882.3  |  34922 |                          34922 |
| ENSP00000285039.6  |  35112 |                          35112 |
| ENSP00000256190.8  |  35131 |                          35131 |
| ENSP00000469689.2  |  35131 |                          35131 |
| ENSP00000348385.3  |  35340 |                          35340 |
| ENSP00000406549.2  |  35587 |                          35587 |
| ENSP00000289734.8  |  35720 |                          35720 |
| ENSP00000382179.4  |  35720 |                          35720 |
| ENSP00000401633.3  |  35720 |                          35720 |
| ENSP00000402505.3  |  35815 |                          35815 |
| ENSP00000485033.1  |  35834 |                          35834 |
| ENSP00000398798.3  |  35853 |                          35853 |
| ENSP00000504874.1  |  35853 |                          35853 |
| ENSP00000343818.4  |  35967 |                          35967 |
| ENSP00000370196.2  |  35967 |                          35967 |
| ENSP00000377061.2  |  36024 |                          36024 |
| ENSP00000385636.1  |  36024 |                          36024 |
| ENSP00000367888.1  |  36195 |                          36195 |
